Country,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Ecuador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648,51296,76944,102592,128240,153888,190528,234496,304112,395712,630208,1102864,1703760,2381600,3147376,3858192,4583664,5316464,6100560,6976256,7950880,8980464,10050352,11138560,11867696,12919264,13974496,15300864,16528304,17631168,18788992,20075056,21375776,22115904,22819392,23713408,24534144,25497776,26695904,27992960,29125136,30447840,31740608,33502190,35146434,36710100,38504420,40646701,42920738,45337462,47926335,51038982,54627860,58906075,63125517,67714548,72970426,79053983,86408888,94509482,101981683,112388104,124528568,137935736,154588537,173823655,193326271,214515773,233868451,249062533,264084784,281253380,301407090,318117673,334495299,356652628,380740016,394278518,416976429,441001914,459206971,481521714,502886735,523449352,546388822,571141960,597889813,626675657,656645750,685170351,716664332,749989326,785492543,821376640,859350101,896810627,937062838,980259812,1022134164,1061888077,1100685365
Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,95264,135568,443344,534944,714480,1135840,2000544,2689376,3143712,3704304,4235584,4704576,5202880,5756144,6287424,6855344,7723712,8647040,9669296,10676896,11629536,12501568,13325968,14073424,14802560,15491392,16370752,18598464,21628592,25582048,29418256,33521936,37882096,42238592,46463184,50878304,57030160,64493728,74730944,85294256,96190992,106974144,118643984,129291568,139239328,151161984,164850688,177557547,193590278,210656198,229227308,250754167,276245414,303854870,330387020,350036930,372909556,392574309,414228318,437240719,462715715,486476791,512565933,543625845,578076297,615891361,655152367,698041873,743217901,794120585,850551753,907532229,971236546,1035043778,1109436676,1184050197,1258359675,1330264226,1405886202,1484206913,1565033061,1657735668,1742570610,1837737506,1939145971,2046657961,2168123220,2292620637,2432968240,2557261026,2683042476,2829504519,2978648252,3143689945,3319709463,3505614652,3700900028,3903609734,4102417397,4315688402,4527681137,4736131981,4933233481,5133655640,5342566978,5561231356
El Salvador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267472,589904,978288,1395984,1864976,2326640,2854256,3451488,4048720,4652953,5271813,5854091,6502352,7626873,8857620,9897870,11201689,12358948,13618740,14808976,16237282,17746107,19423328,21389915,23359958,25465421,27672154,29953842,32335214,34711935,36831369,38650100,40402199,42287563,43875862,45841201,47808697,50223189,52656257,55203503,57670673,60794541,64082047,67815494,72347730,77309300,81808268,87206540,92938207,98558341,104219229,110073672,116004516,122438798,128692461,135041730,141762293,148608161,155016809,161329459,167646504,174146978,180652722,186746324,192915780,199453649,206287957,213279980
Equatorial Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,21984,32976,43968,73280,109920,146560,179536,227168,274800,296784,318768,340752,366400,392048,421360,447008,472656,501968,545936,582576,648528,736464,765776,817072,879360,941648,1003936,1073552,1135840,1194464,1264080,1337360,1399648,1480256,1546208,1626816,1725744,1832000,1949248,2015200,2158096,2315648,2414576,2447552,2575792,2689376,2978832,3143712,3609040,4063376,7155792,12131504,18144128,23358000,28066240,32818448,37610960,42110352,46726992,51402256,57524800,62636080,67794992,73137104,78973561,85431835,92146727
Eritrea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14656,21984,25648,36640,51296,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,69616,930337,1859977,2867203,3726486,4312297,4927392,5531468,6157457,6757727,7478839,8243847,9005122,9561048,10135057,10544073,11052038,11560026,12131444,12761118,13399894,14062641,14779167,15543434,16336483
Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32976,62288,84272,106256,120912,135568,150224,168544,194192,227168,267472,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,304112,10121935,20343633,30884780,41948038,53812648,66430647,79815800,93951094,108731558,123927228,139752550,156397685,174069681,192671706,212068765,232214560,253401342,275406605,298163479,321703633,345439945,370112707,394325377,418998556,444031244,469294477,496540894,523867874,552348668,581615610,610276130,647345107,681382812,705897403,724963430,744864405,763068398,781993828,800476149,817385738,833112807,848475014,864182882,879416204,896503453,913790043,930926365,947365554,967437201,985309852,999918919,1018933777,1038030974,1055969033,1075664630,1094568471,1110459539,1127953042,1147762306
Ethiopia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,21984,32976,32976,32976,32976,32976,36640,40304,128240,190528,289456,472656,743792,970960,1212784,1535216,1853984,2190983,2542608,2883241,3278775,3699986,4106512,4750990,5574974,6647931,8372962,10039399,11691120,13540578,14946781,16697668,18433929,19642454,20817183,21863969,23232470,25076605,26894088,28754095,30228008,32062762,33713044,35511754,37707000,40261381,42901447,45695561,48681336,51638476,54575808,57570625,59767504,62273157,65067810,68047139,71194546,74289499,77753286,82016668,86447156,91318279,96476898,101432025,106748966,112577321,118942386,125375432,131771166,139250121,147399659,157479846,168470915,180852341,193794234,207190474
Europe (other),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10992,43968,69616,84272,102592,98928,113584,128240,153888,201520,241824,289456,344416,414032,479984,556928,659520,758448,857376,989280,1095536,1344688,1494912,1652464,1817344,2055504,2649072,2953184,3257296,4151312,5195552,6782064,9372512,12486912,16246176,20932432,26322176,34240080,43264512,52486800,63149040,74965440,88954592,103889056,119087328,136058976,154888272,182426896,211222272,243395856,277364800,314884160,354250176,395169728,440050064,486062576,535248112,586225344,639840656,696716928,757682224,824330384,895976240,969934080,1049615088,1132245616,1222369024,1314716480,1416722240,1526356448,1647422336,1777835088,1911578416,2043661952,2175500000,2316289200,2450142448,2597325328,2758772160,2922838752,3091884720,3258347568,3430123216,3619727888,3825010816,4008621184,4184236704,4369180768,4535123328,4633245248,4725589040,4818170992,4907162224,5005591920,5112903152,5238845824,5361985536,5508212112,5681002688,5868577504,6073999664,6311500144,6576194832,6858198256,7160624816,7513182224,7905233888,8349438928,8814334576,9306376800,9813360816,10401678304,10917683088,11305634736,11784768688,12232960160,12546221168,12773894800,13060419600,13327070864,13616622128,13898471664,14178210736,14480893776,14819143264,15209586432,15667615744,16197052752,16829111072,17574471264,18787056099,20054102113,21361355056,22735695190,24213204104,25783784865,27448568445,29206361930,31041554479,32933998630,34905142267,36993513326,39207492513,41531251071,43961820966,46471156236,49104224953,51836710818,54658760479,57585819225,60540363641,63605269795,66624120587,69688168489,72799278580,75943387057,79322956838,82723642186,86249720024,89872667370,93430142013,97018807852,1.00E+11,1.03E+11,1.06E+11,1.08E+11,1.10E+11,1.13E+11,1.15E+11,1.17E+11,1.19E+11,1.21E+11,1.23E+11,1.25E+11,1.27E+11,1.29E+11,1.31E+11,1.33E+11,1.36E+11,1.38E+11,1.40E+11,1.42E+11,1.44E+11,1.47E+11,1.49E+11,1.51E+11,1.53E+11,1.55E+11,1.58E+11
Faeroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40304,80608,135568,219840,296784,395712,509296,604560,721808,820736,879360,992944,1110192,1234768,1355680,1491248,1630480,1799024,1982224,2194736,2451216,2711360,2945856,3198672,3499120,3847200,4176960,4583664,4983040,5463024,5884384,6324064,6782064,7269376,7767680,8284304,8775280,9273584,9801200,10380112,11090928,11757776,12406304,12988880,13564128,14135712,14736608,15326512,15949392,16579600,17268432,18030544,18756016,19488816,20236272,20958080,21635920,22324752,22954960,23530208,24160416,24728336,25318240,25996080,26593312,27210692,27872403,28545340
Falkland Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274800,630208,883024,985616,1278736,1579184,1890624,2202064,2568464,2671056,2865248,3019136,3066768,3114400,3125392,3136384,3147376,3165696,3165696,3165696,3176688,3187680,3198672,3213328,3227984,3242640,3257296,3271952,3286608,3301264,3315920,3341568,3363552,3385536,3411184,3440496,3473472,3510112,3550416,3590720,3631024,3671328,3711632,3751936,3792240,3836208,3880176,3927808,3964448,4001088,4037728,4081696,4125664,4173296,4224592,4275888,4334512,4393136,4451760,4510384,4565344,4620304,4675264,4730224,4785184,4785184,4785184,4785184
Fiji,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120912,252816,410368,578912,736464,908672,1102864,1267744,1443616,1641472,1835664,2004208,2235040,2476864,2901769,3246037,3568290,3923520,4319024,4751168,5271218,5820491,6399047,7028898,7699083,8321666,8804664,9569291,10278375,11114831,11907251,12984424,13819547,14528473,15105682,15678673,16276759,16748754,17298519,17923722,18729778,19392903,20132935,20876595,21615192,22369087,23182254,23964690,24725794,25500817,26334421,27380371,28259824,29295898,30635882,31716888,32918261,34059400,34937158,35715718,36916963,37984864,39025939,40155115,41301618,42552318,43816443,45160830
Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36640,109920,183200,260144,307776,370064,439680,501968,589904,659520,751120,864704,956304,1044240,1168816,1253088,1348352,1461936,1590176,1667120,1766048,1864976,1985888,2103136,2246032,2465872,2594112,2722352,2843264,3004480,3213328,3433168,3627360,3821552,4041392,4275888,4572672,5089296,5576608,6313072,6913968,7335328,7734704,8247664,8775280,9361520,9977072,10863760,12270736,13553136,14615696,15931072,17414992,19078448,19767280,19873536,20053072,20173984,20247264,20485424,20760224,21042352,21753168,23229760,24973824,26684912,28282416,31133008,34262064,37614624,40263696,43275504,46298304,49522624,53476080,56993520,61958240,68740304,74437824,79310944,81626592,84872896,87683184,91629312,94355328,94996528,98279472,103731504,112191680,117127088,123674656,131654848,140312880,147882704,157039040,167968752,180140560,192385648,202996592,216552331,231639266,246560964,263351242,282687733,305515422,330815509,360304349,388892084,422173551,460070380,500425427,540962210,585068344,634388585,680997067,727022877,778221483,828358622,880183811,934421026,992560540,1043964074,1086940826,1128404511,1170551950,1220101338,1273315992,1330849704,1382908130,1435356438,1492323425,1547548692,1601829167,1658177691,1719889259,1778030819,1842089169,1904807440,1964182505,2023080767,2080122299,2142661573,2207723393,2280381762,2349343358,2406388373,2474768192,2541523854,2600132670,2655950897,2719942650,2776486792,2827598682,2879500252,2927299905,2971645985,3019572364,3065528408
France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238704,2238704,4415120,4415120,4415120,4415120,4415120,4415120,6536576,8588416,10805136,12853312,14945456,17286752,19785600,22445664,24827264,27384736,30286624,33298432,36467792,39637152,43154592,47111712,51200736,57110768,63354224,69429136,75980368,82033296,88712768,95960160,104882000,114140928,124777520,136128592,147996288,159567200,171365280,185185888,199713648,214263392,229523952,247360304,265889152,286729984,303419504,320805184,340422240,360460656,382030624,407370848,436583920,469655184,504287312,539567968,574163456,609154656,647285904,688527888,732052544,776240384,823069968,872372752,925933104,980211600,1035743184,1092685408,1143222960,1193485712,1254410704,1320260112,1382903520,1448163024,1513521456,1577447264,1642670128,1710168336,1786317248,1864301824,1946609920,2032930096,2115842752,2195556736,2274629520,2357919568,2444573168,2533370208,2631188016,2729170704,2827292624,2923622848,3025522352,3128297552,3234579200,3345840224,3460886160,3581186272,3710463184,3835467872,3953129904,4082472768,4208470400,4335896992,4472465264,4618061632,4764775520,4914871280,5065483664,5222390800,5380968720,5552081184,5670432048,5773665248,5883354416,6004958912,6113409648,6229551120,6381328656,6519237952,6682388544,6866577824,7073212768,7287040144,7500772256,7713811872,7925448176,8159753648,8397408016,8614921376,8806717120,9006122992,9207492768,9402882896,9600980720,9818702928,10020501392,10215118416,10352855504,10472778224,10595284064,10720541568,10800534016,10907706016,11072959744,11256599424,11453121728,11682198672,11884506432,12113268272,12340289712,12554875536,12781266768,13020291472,13288837024,13566385024,13832592944,14094882429,14366243265,14647616603,14946483143,15280709560,15626247642,15978359246,16325964020,16698439323,17083540361,17497299830,17936924888,18400067619,18881678943,19399257249,19899276158,20347082121,20853765719,21335752479,21842580752,22372962840,22879160985,23334773206,23772783900,24196736027,24604036997,25006496276,25393917395,25773610048,26148268467,26541209589,26944311311,27372960765,27791405931,28190050736,28583445652,28984009504,29400199056,29809648935,30239437901,30665112551,31085765260,31511647721,31932567219,32360569979,32789497726,33222136998,33644238253,34057136609,34463927432,34850869522,35248769990,35621562606,35995675228,36369933830,36713506462,37061670133,37411774820,37768075471
French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7328,18320,29312,40304,54960,69616,84272,98928,117248,139232,161216,183200,205184,230832,260144,296784,340752,410368,494640,578912,681504,784096,886688,1003936,1106528,1223776,1498576,1839328,2169088,2715024,3088752,3414848,3777584,4162304,4517712,4884112,5250512,5668208,6184832,6855344,7485552,8152400,8855888,9555712,10171264,10753840,11241152,11710144,12322032,12787360,13252688,13761984,14219984,14820880,15392464,15945728,16418384,16982640,17539568,18129472,18767008,19408208,19998112,20628320,21361120,21361120,21361120,21361120
French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43968,87936,139232,190528,219840,256480,315104,362736,428688,494640,578912,699824,839056,992944,1154160,1348352,1575520,1791696,2000544,2216720,2429232,2693040,2967840,3279280,3561408,3854528,4184288,4521376,4942736,5400736,5986976,6591536,7199760,7771344,8313616,8749632,9181984,9596016,10021040,10460720,10889408,11321760,11772432,12219440,12714080,13282000,13959840,14666992,15436432,16198544,17019280,17843680,18660752,19503472,20349856,21207232,22038960,22852368,23673104,24475520,25351176,26236867,27182548
Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21984,153888,318768,406704,479984,670512,886688,1267744,2279008,4239248,5671872,7753024,10596288,13333296,18642432,24090800,29454896,35158682,41465183,49020045,55766806,62391457,68955488,75499109,81007698,86987160,93285702,98236463,102245946,106566651,112324115,116809514,121331479,126249084,131223920,135598442,140204708,144958410,149732626,154689918,159476939,164146809,168919781,173463765,178076954,182733697,187591548,191733966,195823304,199967022,204185294,208967600,213909574,218986839,224244551,229414031,234701099,240177227,245703654
Gambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14656,29312,40304,51296,65952,80608,98928,120912,146560,164880,183200,205184,230832,260144,289456,318768,351744,384720,421360,468992,516624,571584,637536,699824,762112,861040,959968,1073552,1212784,1359344,1516896,1674448,1835664,1996880,2169088,2341296,2502512,2682048,2865248,3044784,3220656,3400192,3579728,3766592,3953456,4151312,4349168,4547024,4759536,4990368,5235856,5488672,5778128,6067584,6360704,6653824,6961600,7313344,7679744,8060800,8493152,8940160,9394496,9826848,10339808,10856527,11408781,12030971
